"No.","Time","Source","Destination","Length","Protocol","Info"
"2868","474.681016","185.220.101.175","54.36.163.65","688","TCP","20884  >  8001 [PSH, ACK] Seq=3746926 Ack=1 Win=21 Len=628 [TCP segment of a reassembled PDU]"
"2869","474.730905","185.220.101.175","54.36.163.65","907","TLSv1.2","Application Data"
"2870","474.910333","185.220.101.175","54.36.163.65","1398","TLSv1.2","Application Data"
"2871","475.005119","185.220.101.175","54.36.163.65","374","TCP","[TCP Previous segment not captured] 20884  >  8001 [PSH, ACK] Seq=3750763 Ack=1 Win=21 Len=314 [TCP segment of a reassembled PDU] [TCP segment of a reassembled PDU]"
"2872","475.121664","185.220.101.175","54.36.163.65","1098","TLSv1.2","Application Data, Application Data"
"2873","475.252528","185.220.101.175","54.36.163.65","603","TLSv1.2","Application Data"
"2874","475.683604","185.220.101.175","54.36.163.65","2108","TCP","20884  >  8001 [PSH, ACK] Seq=3752658 Ack=1 Win=21 Len=2048 [TCP segment of a reassembled PDU]"
"2875","475.683604","185.220.101.175","54.36.163.65","688","TCP","20884  >  8001 [PSH, ACK] Seq=3754706 Ack=1 Win=21 Len=628 [TCP segment of a reassembled PDU]"
"2876","475.872427","185.220.101.175","54.36.163.65","1011","TLSv1.2","Application Data"
"2877","476.016421","185.220.101.175","54.36.163.65","1398","TLSv1.2","Application Data"
"2878","476.692047","185.220.101.175","54.36.163.65","374","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"2879","476.895415","185.220.101.175","54.36.163.65","456","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"2880","477.063369","185.220.101.175","54.36.163.65","1480","TLSv1.2","Ignored Unknown Record"
"2881","477.163728","185.220.101.175","54.36.163.65","210","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"2882","477.565369","185.220.101.175","54.36.163.65","292","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"2883","477.739428","185.220.101.175","54.36.163.65","1398","TLSv1.2","Ignored Unknown Record"
"2884","478.041891","185.220.101.175","54.36.163.65","374","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"2885","478.160416","185.220.101.175","54.36.163.65","509","TLSv1.2","Ignored Unknown Record"
"2886","478.560701","185.220.101.175","54.36.163.65","603","TLSv1.2","Application Data"
"2887","478.772423","185.220.101.175","54.36.163.65","603","TLSv1.2","Application Data"
"2888","479.358431","185.220.101.175","54.36.163.65","1480","TCP","20884  >  8001 [PSH, ACK] Seq=3772538 Ack=1 Win=21 Len=1420 [TCP segment of a reassembled PDU]"
"2889","479.461054","185.220.101.175","54.36.163.65","211","TLSv1.2","Application Data"
"2890","479.538364","185.220.101.175","54.36.163.65","1398","TCP","20884  >  8001 [PSH, ACK] Seq=3774109 Ack=1 Win=21 Len=1338 [TCP segment of a reassembled PDU]"
"2891","479.720298","185.220.101.175","54.36.163.65","1480","TLSv1.2","Application Data [TCP segment of a reassembled PDU]"
"2892","480.072628","185.220.101.175","54.36.163.65","374","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"2893","480.195636","185.220.101.175","54.36.163.65","374","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"2894","480.419936","185.220.101.175","54.36.163.65","374","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"2895","480.596574","185.220.101.175","54.36.163.65","374","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"2896","480.853976","185.220.101.175","54.36.163.65","2108","TLSv1.2","Ignored Unknown Record"
"2897","480.853976","185.220.101.175","54.36.163.65","688","TLSv1.2","Ignored Unknown Record"
"2898","481.165885","185.220.101.175","54.36.163.65","456","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"2899","481.305804","185.220.101.175","54.36.163.65","456","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"2900","481.577672","185.220.101.175","54.36.163.65","1234","TLSv1.2","Ignored Unknown Record"
"2901","481.696401","185.220.101.175","54.36.163.65","374","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"2902","481.916990","185.220.101.175","54.36.163.65","403","TLSv1.2","Ignored Unknown Record"
"2903","481.996393","185.220.101.175","54.36.163.65","1146","TLSv1.2","Application Data, Application Data"
"2904","482.376903","185.220.101.175","54.36.163.65","122","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"2905","482.480413","185.220.101.175","54.36.163.65","603","TLSv1.2","Application Data"
"2906","482.652445","185.220.101.175","54.36.163.65","2108","TLSv1.2","Application Data"
"2907","482.652445","185.220.101.175","54.36.163.65","1498","TLSv1.2","Application Data [TCP segment of a reassembled PDU]"
"2908","482.748978","185.220.101.175","54.36.163.65","588","TCP","20884  >  8001 [PSH, ACK] Seq=3798047 Ack=1 Win=21 Len=528 [TCP segment of a reassembled PDU]"
"2909","482.850793","185.220.101.175","54.36.163.65","2108","TLSv1.2","Application Data [TCP segment of a reassembled PDU]"
"2910","482.850794","185.220.101.175","54.36.163.65","770","TLSv1.2","Application Data [TCP segment of a reassembled PDU]"
"2911","483.200020","185.220.101.175","54.36.163.65","2108","TLSv1.2","[TCP Previous segment not captured] , Application Data"
"2912","483.516253","185.220.101.175","54.36.163.65","1084","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"2913","483.516253","185.220.101.175","54.36.163.65","2060","TLSv1.2","Ignored Unknown Record"
"2914","483.540477","185.220.101.175","54.36.163.65","340","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"2915","483.589541","185.220.101.175","54.36.163.65","374","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"2916","483.687859","185.220.101.175","54.36.163.65","149","TLSv1.2","Ignored Unknown Record"
"2917","483.912450","185.220.101.175","54.36.163.65","603","TLSv1.2","Application Data"
"2918","484.139026","185.220.101.175","54.36.163.65","603","TLSv1.2","Application Data"
"2919","484.329936","185.220.101.175","54.36.163.65","374","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"2920","484.449196","185.220.101.175","54.36.163.65","374","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"2921","484.678785","185.220.101.175","54.36.163.65","1398","TLSv1.2","Ignored Unknown Record"
"2922","484.788414","185.220.101.175","54.36.163.65","456","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"2923","485.032451","185.220.101.175","54.36.163.65","1480","TLSv1.2","Ignored Unknown Record"
"2924","485.124441","185.220.101.175","54.36.163.65","1234","TLSv1.2","Ignored Unknown Record"
"2925","485.384772","185.220.101.175","54.36.163.65","1480","TLSv1.2","Ignored Unknown Record"
"2926","485.480299","185.220.101.175","54.36.163.65","292","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"2927","485.752973","185.220.101.175","54.36.163.65","1352","TLSv1.2","Ignored Unknown Record"
"2928","486.758200","185.220.101.175","54.36.163.65","374","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"2929","486.844476","185.220.101.175","54.36.163.65","143","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"2930","487.333668","185.220.101.175","54.36.163.65","1146","TLSv1.2","Application Data, Application Data"
"2931","487.420554","185.220.101.175","54.36.163.65","603","TLSv1.2","Application Data"
"2932","487.864158","185.220.101.175","54.36.163.65","2108","TLSv1.2","Application Data, Application Data, Application Data"
"2933","487.864158","185.220.101.175","54.36.163.65","184","TLSv1.2","Application Data"
"2934","488.406113","185.220.101.175","54.36.163.65","2108","TLSv1.2","Application Data, Application Data"
"2935","488.406114","185.220.101.175","54.36.163.65","770","TLSv1.2","Application Data [TCP segment of a reassembled PDU]"
"2936","488.572770","185.220.101.175","54.36.163.65","1316","TCP","20884  >  8001 [PSH, ACK] Seq=3840851 Ack=1 Win=21 Len=1256 [TCP segment of a reassembled PDU]"
"2937","488.825684","185.220.101.175","54.36.163.65","274","TLSv1.2","Application Data"
"2938","488.926677","185.220.101.175","54.36.163.65","1398","TLSv1.2","Application Data"
"2939","489.337245","185.220.101.175","54.36.163.65","2108","TLSv1.2","Application Data [TCP segment of a reassembled PDU]"
"2940","489.735816","185.220.101.175","54.36.163.65","374","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"2941","489.966197","185.220.101.175","54.36.163.65","1480","TLSv1.2","Ignored Unknown Record"
"2942","490.432776","185.220.101.175","54.36.163.65","2108","TLSv1.2","Ignored Unknown Record"
"2943","490.432777","185.220.101.175","54.36.163.65","606","TLSv1.2","Ignored Unknown Record"
"2944","490.518167","185.220.101.175","54.36.163.65","1398","TLSv1.2","Ignored Unknown Record"
"2945","490.750880","185.220.101.175","54.36.163.65","2108","TLSv1.2","Ignored Unknown Record"
"2946","490.750880","185.220.101.175","54.36.163.65","80","TLSv1.2","Ignored Unknown Record"
"2947","491.346351","185.220.101.175","54.36.163.65","374","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"2948","491.448465","185.220.101.175","54.36.163.65","555","TLSv1.2","Ignored Unknown Record"
"2949","491.802843","185.220.101.175","54.36.163.65","1398","TLSv1.2","Application Data, Application Data"
"2950","491.892499","185.220.101.175","54.36.163.65","351","TLSv1.2","Application Data"
"2951","492.447253","185.220.101.175","54.36.163.65","2108","TLSv1.2","Application Data, Application Data, Application Data"
"2952","492.447253","185.220.101.175","54.36.163.65","518","TCP","20884  >  8001 [PSH, ACK] Seq=3863279 Ack=1 Win=21 Len=458 [TCP segment of a reassembled PDU]"
"2953","492.732408","185.220.101.175","54.36.163.65","292","TCP","[TCP Previous segment not captured] 20884  >  8001 [PSH, ACK] Seq=3864761 Ack=1 Win=21 Len=232 [TCP segment of a reassembled PDU]"
"2954","492.732408","185.220.101.175","54.36.163.65","1084","TCP","[TCP Out-Of-Order] 20884  >  8001 [ACK] Seq=3863737 Ack=1 Win=21 Len=1024 [TCP segment of a reassembled PDU]"
"2955","492.827974","185.220.101.175","54.36.163.65","1398","TCP","20884  >  8001 [PSH, ACK] Seq=3864993 Ack=1 Win=21 Len=1338 [TCP segment of a reassembled PDU]"
"2956","493.107190","185.220.101.175","54.36.163.65","1480","TLSv1.2","Application Data, Application Data"
"2957","493.203420","185.220.101.175","54.36.163.65","1480","TCP","20884  >  8001 [PSH, ACK] Seq=3867751 Ack=1 Win=21 Len=1420 [TCP segment of a reassembled PDU]"
"2958","493.443897","185.220.101.175","54.36.163.65","1234","TCP","20884  >  8001 [PSH, ACK] Seq=3869171 Ack=1 Win=21 Len=1174 [TCP segment of a reassembled PDU]"
"2959","493.916863","185.220.101.175","54.36.163.65","1480","TLSv1.2","Application Data [TCP segment of a reassembled PDU]"
"2960","494.027398","185.220.101.175","54.36.163.65","2108","TCP","20884  >  8001 [PSH, ACK] Seq=3871765 Ack=1 Win=21 Len=2048 [TCP segment of a reassembled PDU]"
"2961","494.027399","185.220.101.175","54.36.163.65","606","TCP","20884  >  8001 [PSH, ACK] Seq=3873813 Ack=1 Win=21 Len=546 [TCP segment of a reassembled PDU]"
"2962","494.206211","185.220.101.175","54.36.163.65","2108","TLSv1.2","Application Data, Application Data"
"2963","494.206808","185.220.101.175","54.36.163.65","414","TCP","20884  >  8001 [PSH, ACK] Seq=3876407 Ack=1 Win=21 Len=354 [TCP segment of a reassembled PDU]"
"2964","494.593058","185.220.101.175","54.36.163.65","2108","TCP","20884  >  8001 [PSH, ACK] Seq=3876761 Ack=1 Win=21 Len=2048 [TCP segment of a reassembled PDU]"
"2965","494.593059","185.220.101.175","54.36.163.65","1498","TLSv1.2","Application Data [TCP segment of a reassembled PDU]"
"2966","494.685887","185.220.101.175","54.36.163.65","506","TLSv1.2","Application Data [TCP segment of a reassembled PDU]"
"2967","494.808404","185.220.101.175","54.36.163.65","992","TLSv1.2","Application Data, Application Data"
"2968","494.979232","185.220.101.175","54.36.163.65","1689","TLSv1.2","Application Data, Application Data, Application Data"
"2969","495.302601","185.220.101.175","54.36.163.65","603","TLSv1.2","Application Data"
"2970","495.417662","185.220.101.175","54.36.163.65","603","TLSv1.2","Application Data"
"2971","495.568526","185.220.101.175","54.36.163.65","456","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"2972","495.680404","185.220.101.175","54.36.163.65","2108","TLSv1.2","Ignored Unknown Record"
"2973","495.680405","185.220.101.175","54.36.163.65","606","TLSv1.2","Ignored Unknown Record"
"2974","495.692541","185.220.101.175","54.36.163.65","1084","TLSv1.2","Ignored Unknown Record"
"2975","495.704695","185.220.101.175","54.36.163.65","456","TLSv1.2","Ignored Unknown Record"
"2976","495.770967","185.220.101.175","54.36.163.65","292","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"2977","495.792387","185.220.101.175","54.36.163.65","2108","TLSv1.2","Ignored Unknown Record"
"2978","495.796393","185.220.101.175","54.36.163.65","688","TLSv1.2","Ignored Unknown Record"
"2979","496.000426","185.220.101.175","54.36.163.65","2108","TLSv1.2","Ignored Unknown Record"
"2980","496.000426","185.220.101.175","54.36.163.65","1498","TLSv1.2","Ignored Unknown Record"
"2981","496.142086","185.220.101.175","54.36.163.65","588","TLSv1.2","Ignored Unknown Record"
"2982","496.192553","185.220.101.175","54.36.163.65","1398","TLSv1.2","Ignored Unknown Record"
"2983","496.335263","185.220.101.175","54.36.163.65","2108","TLSv1.2","Ignored Unknown Record"
"2984","496.335264","185.220.101.175","54.36.163.65","688","TLSv1.2","Ignored Unknown Record"
"2985","496.432534","185.220.101.175","54.36.163.65","888","TLSv1.2","Ignored Unknown Record"
"2986","496.880712","185.220.101.175","54.36.163.65","122","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"2987","496.996539","185.220.101.175","54.36.163.65","122","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"2988","497.176763","185.220.101.175","54.36.163.65","122","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"2989","497.311696","185.220.101.175","54.36.163.65","374","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"2990","497.492380","185.220.101.175","54.36.163.65","836","TLSv1.2","Ignored Unknown Record"
"2991","497.642776","185.220.101.175","54.36.163.65","374","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"2992","497.868613","185.220.101.175","54.36.163.65","1398","TLSv1.2","Ignored Unknown Record"
"2993","498.007515","185.220.101.175","54.36.163.65","1480","TLSv1.2","Ignored Unknown Record"
"2994","498.384389","185.220.101.175","54.36.163.65","1480","TLSv1.2","Ignored Unknown Record"
"2995","498.480202","185.220.101.175","54.36.163.65","210","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"2996","498.648455","185.220.101.175","54.36.163.65","456","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"2997","498.736883","185.220.101.175","54.36.163.65","1480","TLSv1.2","Ignored Unknown Record"
"2998","498.989328","185.220.101.175","54.36.163.65","210","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"2999","499.070694","185.220.101.175","54.36.163.65","1480","TLSv1.2","Ignored Unknown Record"
"3000","499.396795","185.220.101.175","54.36.163.65","2108","TLSv1.2","Ignored Unknown Record"
"3001","499.396796","185.220.101.175","54.36.163.65","606","TLSv1.2","Ignored Unknown Record"
"3002","499.730420","185.220.101.175","54.36.163.65","1398","TLSv1.2","Ignored Unknown Record"
"3003","499.815451","185.220.101.175","54.36.163.65","374","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"3004","500.189108","185.220.101.175","54.36.163.65","432","TLSv1.2","Ignored Unknown Record"
"3005","500.410358","185.220.101.175","54.36.163.65","603","TLSv1.2","Application Data"
"3006","500.724731","185.220.101.175","54.36.163.65","1398","TLSv1.2","Application Data, Application Data"
"3007","500.920056","185.220.101.175","54.36.163.65","351","TLSv1.2","Application Data"
"3008","501.377503","185.220.101.175","54.36.163.65","665","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"3009","501.804764","185.220.101.175","54.36.163.65","2108","TLSv1.2","Application Data"
"3010","501.804764","185.220.101.175","54.36.163.65","688","TLSv1.2","Application Data [TCP segment of a reassembled PDU]"
"3011","502.242152","185.220.101.175","54.36.163.65","374","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"3012","502.375217","185.220.101.175","54.36.163.65","456","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"3013","502.448667","185.220.101.175","54.36.163.65","1480","TLSv1.2","Ignored Unknown Record"
"3014","502.564351","185.220.101.175","54.36.163.65","1234","TLSv1.2","Ignored Unknown Record"
"3015","502.784394","185.220.101.175","54.36.163.65","915","TLSv1.2","Ignored Unknown Record"
"3016","502.925256","185.220.101.175","54.36.163.65","456","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"3017","503.199054","185.220.101.175","54.36.163.65","1480","TLSv1.2","Ignored Unknown Record"
"3018","503.297306","185.220.101.175","54.36.163.65","1234","TLSv1.2","Ignored Unknown Record"
"3019","503.755237","185.220.101.175","54.36.163.65","1480","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"3020","503.992543","185.220.101.175","54.36.163.65","1234","TLSv1.2","Ignored Unknown Record"
"3021","504.317122","185.220.101.175","54.36.163.65","374","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"3022","504.420872","185.220.101.175","54.36.163.65","1398","TLSv1.2","Ignored Unknown Record"
"3023","504.449676","185.220.101.175","54.36.163.65","896","TLSv1.2","Ignored Unknown Record"
"3024","505.077123","185.220.101.175","54.36.163.65","1146","TLSv1.2","Application Data, Application Data"
"3025","505.162258","185.220.101.175","54.36.163.65","603","TLSv1.2","Application Data"
"3026","505.711871","185.220.101.175","54.36.163.65","374","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"3027","505.783020","185.220.101.175","54.36.163.65","1480","TLSv1.2","Ignored Unknown Record"
"3028","506.140985","185.220.101.175","54.36.163.65","2108","TLSv1.2","Ignored Unknown Record"
"3029","506.140985","185.220.101.175","54.36.163.65","688","TLSv1.2","Ignored Unknown Record"
"3030","506.458537","185.220.101.175","54.36.163.65","1084","TLSv1.2","Ignored Unknown Record"
"3031","506.458579","185.220.101.175","54.36.163.65","1084","TLSv1.2","Ignored Unknown Record"
"3032","506.458579","185.220.101.175","54.36.163.65","606","TLSv1.2","Ignored Unknown Record"
"3033","506.912447","185.220.101.175","54.36.163.65","2108","TLSv1.2","Ignored Unknown Record"
"3034","506.912447","185.220.101.175","54.36.163.65","688","TLSv1.2","Ignored Unknown Record"
"3035","507.161775","185.220.101.175","54.36.163.65","2108","TLSv1.2","Ignored Unknown Record"
"3036","507.161775","185.220.101.175","54.36.163.65","852","TLSv1.2","Ignored Unknown Record"
"3037","507.508460","185.220.101.175","54.36.163.65","1234","TLSv1.2","Ignored Unknown Record"
"3038","507.711029","185.220.101.175","54.36.163.65","1398","TLSv1.2","Ignored Unknown Record"
"3039","507.884449","185.220.101.175","54.36.163.65","122","TLSv1.2","Ignored Unknown Record"
"3040","508.339958","185.220.101.175","54.36.163.65","603","TLSv1.2","Application Data"
"3041","508.543924","185.220.101.175","54.36.163.65","603","TLSv1.2","Application Data"
"3042","509.368486","185.220.101.175","54.36.163.65","2108","TLSv1.2","Application Data"
"3043","509.368486","185.220.101.175","54.36.163.65","1003","TCP","20884  >  8001 [PSH, ACK] Seq=3973481 Ack=1 Win=21 Len=943 [TCP segment of a reassembled PDU]"
"3044","509.523929","185.220.101.175","54.36.163.65","292","TCP","[TCP Previous segment not captured] 20884  >  8001 [PSH, ACK] Seq=3975448 Ack=1 Win=21 Len=232 [TCP segment of a reassembled PDU]"
"3045","509.523929","185.220.101.175","54.36.163.65","1084","TCP","[TCP Out-Of-Order] 20884  >  8001 [ACK] Seq=3974424 Ack=1 Win=21 Len=1024 [TCP segment of a reassembled PDU]"
"3046","509.816381","185.220.101.175","54.36.163.65","1398","TLSv1.2","Application Data [TCP segment of a reassembled PDU]"
"3047","509.874922","185.220.101.175","54.36.163.65","374","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"3048","509.979344","185.220.101.175","54.36.163.65","374","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"3049","510.209285","185.220.101.175","54.36.163.65","1480","TLSv1.2","Ignored Unknown Record"
"3050","510.422502","185.220.101.175","54.36.163.65","292","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"3051","510.689687","185.220.101.175","54.36.163.65","374","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"3052","510.802810","185.220.101.175","54.36.163.65","1398","TLSv1.2","Ignored Unknown Record"
"3053","511.094125","185.220.101.175","54.36.163.65","1398","TLSv1.2","Ignored Unknown Record"
"3054","511.208764","185.220.101.175","54.36.163.65","1480","TLSv1.2","Ignored Unknown Record"
"3055","511.389700","185.220.101.175","54.36.163.65","292","TCP","[TCP Previous segment not captured] 20884  >  8001 [PSH, ACK] Seq=3988828 Ack=1 Win=21 Len=232 [TCP segment of a reassembled PDU]"
"3056","511.519484","185.220.101.175","54.36.163.65","374","TCP","[TCP Previous segment not captured] 20884  >  8001 [PSH, ACK] Seq=3990084 Ack=1 Win=21 Len=314 [TCP segment of a reassembled PDU]"
"3057","511.519485","185.220.101.175","54.36.163.65","1084","TCP","[TCP Out-Of-Order] 20884  >  8001 [ACK] Seq=3989060 Ack=1 Win=21 Len=1024 [TCP segment of a reassembled PDU]"
"3058","511.708600","185.220.101.175","54.36.163.65","1033","TCP","20884  >  8001 [PSH, ACK] Seq=3990398 Ack=1 Win=21 Len=973 [TCP segment of a reassembled PDU]"
"3059","511.951142","185.220.101.175","54.36.163.65","603","TCP","20884  >  8001 [PSH, ACK] Seq=3991371 Ack=1 Win=21 Len=543 [TCP segment of a reassembled PDU]"
"3060","512.081656","185.220.101.175","54.36.163.65","603","TCP","20884  >  8001 [PSH, ACK] Seq=3991914 Ack=1 Win=21 Len=543 [TCP segment of a reassembled PDU]"
"3061","512.320975","185.220.101.175","54.36.163.65","374","TCP","[TCP Previous segment not captured] 20884  >  8001 [PSH, ACK] Seq=3993481 Ack=1 Win=21 Len=314 [TCP segment of a reassembled PDU]"
"3062","512.320975","185.220.101.175","54.36.163.65","1084","TCP","[TCP Out-Of-Order] 20884  >  8001 [ACK] Seq=3992457 Ack=1 Win=21 Len=1024 [TCP segment of a reassembled PDU]"
"3063","512.444094","185.220.101.175","54.36.163.65","2108","TLSv1.2","Encrypted Handshake Message, Ignored Unknown Record"
"3064","516.160683","185.220.101.175","54.36.163.65","456","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"3065","516.556749","185.220.101.175","54.36.163.65","1480","TLSv1.2","Ignored Unknown Record"
"3066","516.572354","185.220.101.175","54.36.163.65","1084","TLSv1.2","Ignored Unknown Record"
"3067","516.584068","185.220.101.175","54.36.163.65","210","TLSv1.2","Ignored Unknown Record"
"3068","516.773802","185.220.101.175","54.36.163.65","93","TLSv1.2","Ignored Unknown Record"
"3069","516.891189","185.220.101.175","54.36.163.65","374","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"3070","517.327554","185.220.101.175","54.36.163.65","894","TLSv1.2","Ignored Unknown Record"
"3071","517.568391","185.220.101.175","54.36.163.65","603","TLSv1.2","Application Data"
"3072","518.058664","185.220.101.175","54.36.163.65","2108","TCP","20884  >  8001 [PSH, ACK] Seq=4036474 Ack=1 Win=21 Len=2048 [TCP segment of a reassembled PDU]"
"3073","518.058665","185.220.101.175","54.36.163.65","852","TCP","20884  >  8001 [PSH, ACK] Seq=4038522 Ack=1 Win=21 Len=792 [TCP segment of a reassembled PDU]"
"3074","518.180276","185.220.101.175","54.36.163.65","847","TLSv1.2","Application Data"
"3075","518.344400","185.220.101.175","54.36.163.65","1398","TLSv1.2","Application Data"
"3076","518.496455","185.220.101.175","54.36.163.65","1480","TLSv1.2","Application Data [TCP segment of a reassembled PDU]"
"3077","518.653360","185.220.101.175","54.36.163.65","1480","TCP","20884  >  8001 [PSH, ACK] Seq=4042859 Ack=1 Win=21 Len=1420 [TCP segment of a reassembled PDU]"
"3078","518.868558","185.220.101.175","54.36.163.65","210","TCP","[TCP Previous segment not captured] 20884  >  8001 [PSH, ACK] Seq=4045303 Ack=1 Win=21 Len=150 [TCP segment of a reassembled PDU]"
"3079","518.868558","185.220.101.175","54.36.163.65","1084","TCP","[TCP Out-Of-Order] 20884  >  8001 [ACK] Seq=4044279 Ack=1 Win=21 Len=1024 [TCP segment of a reassembled PDU]"
"3080","518.986871","185.220.101.175","54.36.163.65","1398","TLSv1.2","Application Data [TCP segment of a reassembled PDU]"
"3081","519.554604","185.220.101.175","54.36.163.65","292","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"3082","519.888146","185.220.101.175","54.36.163.65","2108","TLSv1.2","Ignored Unknown Record"
"3083","519.888146","185.220.101.175","54.36.163.65","852","TLSv1.2","Ignored Unknown Record"
"3084","520.024262","185.220.101.175","54.36.163.65","210","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"3085","520.466726","185.220.101.175","54.36.163.65","1275","TLSv1.2","Ignored Unknown Record"
"3086","520.748335","185.220.101.175","54.36.163.65","122","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"3087","520.866871","185.220.101.175","54.36.163.65","1398","TLSv1.2","Application Data, Application Data"
"3088","521.179908","185.220.101.175","54.36.163.65","351","TLSv1.2","Application Data"
"3089","521.343737","185.220.101.175","54.36.163.65","122","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"3090","521.711325","185.220.101.175","54.36.163.65","2108","TLSv1.2","Application Data, Application Data"
"3091","521.711326","185.220.101.175","54.36.163.65","1231","TCP","20884  >  8001 [PSH, ACK] Seq=4060545 Ack=1 Win=21 Len=1171 [TCP segment of a reassembled PDU]"
"3092","521.792681","185.220.101.175","54.36.163.65","2108","TLSv1.2","Application Data [TCP segment of a reassembled PDU]"
"3093","521.792682","185.220.101.175","54.36.163.65","326","TCP","[TCP Previous segment not captured] 20884  >  8001 [PSH, ACK] Seq=4064788 Ack=1 Win=21 Len=266 [TCP segment of a reassembled PDU]"
"3094","521.792682","185.220.101.175","54.36.163.65","1084","TCP","[TCP Out-Of-Order] 20884  >  8001 [ACK] Seq=4063764 Ack=1 Win=21 Len=1024 [TCP segment of a reassembled PDU]"
"3095","521.911462","185.220.101.175","54.36.163.65","736","TCP","20884  >  8001 [PSH, ACK] Seq=4065054 Ack=1 Win=21 Len=676 [TCP segment of a reassembled PDU]"
"3096","521.940862","185.220.101.175","54.36.163.65","2108","TLSv1.2","Application Data [TCP segment of a reassembled PDU]"
"3097","522.036620","185.220.101.175","54.36.163.65","374","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"3098","522.212379","185.220.101.175","54.36.163.65","1398","TLSv1.2","Ignored Unknown Record"
"3099","522.454001","185.220.101.175","54.36.163.65","2108","TLSv1.2","Ignored Unknown Record"
"3100","522.454001","185.220.101.175","54.36.163.65","2060","TLSv1.2","Ignored Unknown Record"
"3101","522.478367","185.220.101.175","54.36.163.65","190","TLSv1.2","Ignored Unknown Record"
"3102","522.720721","185.220.101.175","54.36.163.65","2033","TLSv1.2","Ignored Unknown Record"
"3103","523.140382","185.220.101.175","54.36.163.65","1689","TLSv1.2","Application Data, Application Data, Application Data"
"3104","523.595055","185.220.101.175","54.36.163.65","2108","TCP","20884  >  8001 [PSH, ACK] Seq=4078862 Ack=1 Win=21 Len=2048 [TCP segment of a reassembled PDU]"
"3105","523.595056","185.220.101.175","54.36.163.65","688","TCP","20884  >  8001 [PSH, ACK] Seq=4080910 Ack=1 Win=21 Len=628 [TCP segment of a reassembled PDU]"
